"","id","age","gender","test","comment","order","question_order","pref","dispref","label","unlabel","question","speaker","Age_Binned","speaker_bin","Trial"
"170","10517","9","boy",NA,"I don't know","4","dispref","tiger","zebra","cows","pigs","pref","Fluent","8-9",1,"Trial 1"
"171","10517","9","boy",NA,"I don't know","4","dispref","tiger","zebra","cows","pigs","basketball","Fluent","8-9",1,"Trial 1"
"172","10517","9","boy",NA,"I don't know","4","dispref","tiger","zebra","cows","pigs","dispref","Disfluent","8-9",0,"Trial 1"
"173","10517","9","boy",NA,"I don't know","4","dispref","tiger","zebra","cows","pigs","know_label","Disfluent","8-9",0,"Trial 2"
"174","10517","9","boy",NA,"I don't know","4","dispref","tiger","zebra","cows","pigs","soccer","Fluent","8-9",1,"Trial 2"
"175","10517","9","boy",NA,"I don't know","4","dispref","tiger","zebra","cows","pigs","know_unlabel","Fluent","8-9",1,"Trial 2"
"176","6936","6","girl",NA,"because she has black shoes","2","pref","zebra","tiger","pigs","cows","pref","Disfluent","6-7",0,"Trial 1"
"177","6936","6","girl",NA,"because she has black shoes","2","pref","zebra","tiger","pigs","cows","basketball","Fluent","6-7",1,"Trial 1"
"178","6936","6","girl",NA,"because she has black shoes","2","pref","zebra","tiger","pigs","cows","dispref","Fluent","6-7",1,"Trial 1"
"179","6936","6","girl",NA,"because she has black shoes","2","pref","zebra","tiger","pigs","cows","know_label","Disfluent","6-7",0,"Trial 2"
"180","6936","6","girl",NA,"because she has black shoes","2","pref","zebra","tiger","pigs","cows","soccer","Fluent","6-7",1,"Trial 2"
"181","6936","6","girl",NA,"because she has black shoes","2","pref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","6-7",0,"Trial 2"
"182","6933","8","girl",NA,"because she said ummm about the pig because she didnt know it was a pig. I think she thought it was a cow but its really a pig","3","pref","zebra","tiger","pigs","cows","pref","Fluent","8-9",1,"Trial 1"
"183","6933","8","girl",NA,"because she said ummm about the pig because she didnt know it was a pig. I think she thought it was a cow but its really a pig","3","pref","zebra","tiger","pigs","cows","basketball","Disfluent","8-9",0,"Trial 1"
"184","6933","8","girl",NA,"because she said ummm about the pig because she didnt know it was a pig. I think she thought it was a cow but its really a pig","3","pref","zebra","tiger","pigs","cows","dispref","Disfluent","8-9",0,"Trial 1"
"185","6933","8","girl",NA,"because she said ummm about the pig because she didnt know it was a pig. I think she thought it was a cow but its really a pig","3","pref","zebra","tiger","pigs","cows","know_label","Fluent","8-9",1,"Trial 2"
"186","6933","8","girl",NA,"because she said ummm about the pig because she didnt know it was a pig. I think she thought it was a cow but its really a pig","3","pref","zebra","tiger","pigs","cows","soccer","Disfluent","8-9",0,"Trial 2"
"187","6933","8","girl",NA,"because she said ummm about the pig because she didnt know it was a pig. I think she thought it was a cow but its really a pig","3","pref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","8-9",0,"Trial 2"
"188","10813","8","girl",NA,"Because she hasetated for one animal if theres another she might know more about that one","2","pref","zebra","tiger","pigs","cows","pref","Fluent","8-9",1,"Trial 1"
"189","10813","8","girl",NA,"Because she hasetated for one animal if theres another she might know more about that one","2","pref","zebra","tiger","pigs","cows","basketball","Disfluent","8-9",0,"Trial 1"
"190","10813","8","girl",NA,"Because she hasetated for one animal if theres another she might know more about that one","2","pref","zebra","tiger","pigs","cows","dispref","Disfluent","8-9",0,"Trial 1"
"191","10813","8","girl",NA,"Because she hasetated for one animal if theres another she might know more about that one","2","pref","zebra","tiger","pigs","cows","know_label","Fluent","8-9",1,"Trial 2"
"192","10813","8","girl",NA,"Because she hasetated for one animal if theres another she might know more about that one","2","pref","zebra","tiger","pigs","cows","soccer","Disfluent","8-9",0,"Trial 2"
"193","10813","8","girl",NA,"Because she hasetated for one animal if theres another she might know more about that one","2","pref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","8-9",0,"Trial 2"
"194","10814","6","boy",NA,"Because when you asked her what is it called she said uh um a cow","4","pref","tiger","zebra","cows","pigs","pref","Fluent","6-7",1,"Trial 1"
"195","10814","6","boy",NA,"Because when you asked her what is it called she said uh um a cow","4","pref","tiger","zebra","cows","pigs","basketball","Disfluent","6-7",0,"Trial 1"
"196","10814","6","boy",NA,"Because when you asked her what is it called she said uh um a cow","4","pref","tiger","zebra","cows","pigs","dispref","Disfluent","6-7",0,"Trial 1"
"197","10814","6","boy",NA,"Because when you asked her what is it called she said uh um a cow","4","pref","tiger","zebra","cows","pigs","know_label","Fluent","6-7",1,"Trial 2"
"198","10814","6","boy",NA,"Because when you asked her what is it called she said uh um a cow","4","pref","tiger","zebra","cows","pigs","soccer","Disfluent","6-7",0,"Trial 2"
"199","10814","6","boy",NA,"Because when you asked her what is it called she said uh um a cow","4","pref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","6-7",0,"Trial 2"
"200","10518","8","boy",NA,"because she didn't say ummm","3","dispref","zebra","tiger","pigs","cows","pref","Fluent","8-9",1,"Trial 1"
"201","10518","8","boy",NA,"because she didn't say ummm","3","dispref","zebra","tiger","pigs","cows","basketball","Fluent","8-9",1,"Trial 1"
"202","10518","8","boy",NA,"because she didn't say ummm","3","dispref","zebra","tiger","pigs","cows","dispref","Disfluent","8-9",0,"Trial 1"
"203","10518","8","boy",NA,"because she didn't say ummm","3","dispref","zebra","tiger","pigs","cows","know_label","Fluent","8-9",1,"Trial 2"
"204","10518","8","boy",NA,"because she didn't say ummm","3","dispref","zebra","tiger","pigs","cows","soccer","Disfluent","8-9",0,"Trial 2"
"205","10518","8","boy",NA,"because she didn't say ummm","3","dispref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","8-9",0,"Trial 2"
"206","10516","4","girl",NA,"the yellow person because the yellow person likes the pig","2","dispref","zebra","tiger","pigs","cows","pref","Fluent","4-5",1,"Trial 1"
"207","10516","4","girl",NA,"the yellow person because the yellow person likes the pig","2","dispref","zebra","tiger","pigs","cows","basketball","Disfluent","4-5",0,"Trial 1"
"208","10516","4","girl",NA,"the yellow person because the yellow person likes the pig","2","dispref","zebra","tiger","pigs","cows","dispref","Disfluent","4-5",0,"Trial 1"
"209","10516","4","girl",NA,"the yellow person because the yellow person likes the pig","2","dispref","zebra","tiger","pigs","cows","know_label","Fluent","4-5",1,"Trial 2"
"210","10516","4","girl",NA,"the yellow person because the yellow person likes the pig","2","dispref","zebra","tiger","pigs","cows","soccer","Fluent","4-5",1,"Trial 2"
"211","10516","4","girl",NA,"the yellow person because the yellow person likes the pig","2","dispref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","4-5",0,"Trial 2"
"212","RP-0213","6","boy",NA,"Because they just said the answer but the other person couldnt figure it out and then the did","2","dispref","zebra","tiger","pigs","cows","pref","Fluent","6-7",1,"Trial 1"
"213","RP-0213","6","boy",NA,"Because they just said the answer but the other person couldnt figure it out and then the did","2","dispref","zebra","tiger","pigs","cows","basketball","Disfluent","6-7",0,"Trial 1"
"214","RP-0213","6","boy",NA,"Because they just said the answer but the other person couldnt figure it out and then the did","2","dispref","zebra","tiger","pigs","cows","dispref","Fluent","6-7",1,"Trial 1"
"215","RP-0213","6","boy",NA,"Because they just said the answer but the other person couldnt figure it out and then the did","2","dispref","zebra","tiger","pigs","cows","know_label","Fluent","6-7",1,"Trial 2"
"216","RP-0213","6","boy",NA,"Because they just said the answer but the other person couldnt figure it out and then the did","2","dispref","zebra","tiger","pigs","cows","soccer","Fluent","6-7",1,"Trial 2"
"217","RP-0213","6","boy",NA,"Because they just said the answer but the other person couldnt figure it out and then the did","2","dispref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","6-7",0,"Trial 2"
"218","7196","7","boy",NA,"because the orange person was like this was a ummm pig. the yellow person knows more about pig because he didn't say ummm before","3","dispref","zebra","tiger","pigs","cows","pref","Fluent","6-7",1,"Trial 1"
"219","7196","7","boy",NA,"because the orange person was like this was a ummm pig. the yellow person knows more about pig because he didn't say ummm before","3","dispref","zebra","tiger","pigs","cows","basketball","Disfluent","6-7",0,"Trial 1"
"220","7196","7","boy",NA,"because the orange person was like this was a ummm pig. the yellow person knows more about pig because he didn't say ummm before","3","dispref","zebra","tiger","pigs","cows","dispref","Disfluent","6-7",0,"Trial 1"
"221","7196","7","boy",NA,"because the orange person was like this was a ummm pig. the yellow person knows more about pig because he didn't say ummm before","3","dispref","zebra","tiger","pigs","cows","know_label","Fluent","6-7",1,"Trial 2"
"222","7196","7","boy",NA,"because the orange person was like this was a ummm pig. the yellow person knows more about pig because he didn't say ummm before","3","dispref","zebra","tiger","pigs","cows","soccer","Fluent","6-7",1,"Trial 2"
"223","7196","7","boy",NA,"because the orange person was like this was a ummm pig. the yellow person knows more about pig because he didn't say ummm before","3","dispref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","6-7",0,"Trial 2"
"224","7328","7","boy",NA,"
because she doesn't hesitate","4","pref","tiger","zebra","cows","pigs","pref","Fluent","6-7",1,"Trial 1"
"225","7328","7","boy",NA,"
because she doesn't hesitate","4","pref","tiger","zebra","cows","pigs","basketball","Fluent","6-7",1,"Trial 1"
"226","7328","7","boy",NA,"
because she doesn't hesitate","4","pref","tiger","zebra","cows","pigs","dispref","Disfluent","6-7",0,"Trial 1"
"227","7328","7","boy",NA,"
because she doesn't hesitate","4","pref","tiger","zebra","cows","pigs","know_label","Fluent","6-7",1,"Trial 2"
"228","7328","7","boy",NA,"
because she doesn't hesitate","4","pref","tiger","zebra","cows","pigs","soccer","Disfluent","6-7",0,"Trial 2"
"229","7328","7","boy",NA,"
because she doesn't hesitate","4","pref","tiger","zebra","cows","pigs","know_unlabel","Fluent","6-7",1,"Trial 2"
"230","8041","5","girl",NA,"i dont' know","3","dispref","zebra","tiger","pigs","cows","pref","Fluent","4-5",1,"Trial 1"
"231","8041","5","girl",NA,"i dont' know","3","dispref","zebra","tiger","pigs","cows","basketball","Fluent","4-5",1,"Trial 1"
"232","8041","5","girl",NA,"i dont' know","3","dispref","zebra","tiger","pigs","cows","dispref","Disfluent","4-5",0,"Trial 1"
"233","8041","5","girl",NA,"i dont' know","3","dispref","zebra","tiger","pigs","cows","know_label","Fluent","4-5",1,"Trial 2"
"234","8041","5","girl",NA,"i dont' know","3","dispref","zebra","tiger","pigs","cows","soccer","Fluent","4-5",1,"Trial 2"
"235","8041","5","girl",NA,"i dont' know","3","dispref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","4-5",0,"Trial 2"
"236","8039","8","boy",NA,"If they have hesittate just ot know the name, i think that means they know a lot less","1","dispref","tiger","zebra","cows","pigs","pref","Fluent","8-9",1,"Trial 1"
"237","8039","8","boy",NA,"If they have hesittate just ot know the name, i think that means they know a lot less","1","dispref","tiger","zebra","cows","pigs","basketball","Fluent","8-9",1,"Trial 1"
"238","8039","8","boy",NA,"If they have hesittate just ot know the name, i think that means they know a lot less","1","dispref","tiger","zebra","cows","pigs","dispref","Disfluent","8-9",0,"Trial 1"
"239","8039","8","boy",NA,"If they have hesittate just ot know the name, i think that means they know a lot less","1","dispref","tiger","zebra","cows","pigs","know_label","Fluent","8-9",1,"Trial 2"
"240","8039","8","boy",NA,"If they have hesittate just ot know the name, i think that means they know a lot less","1","dispref","tiger","zebra","cows","pigs","soccer","Fluent","8-9",1,"Trial 2"
"241","8039","8","boy",NA,"If they have hesittate just ot know the name, i think that means they know a lot less","1","dispref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","8-9",0,"Trial 2"
"242","8040","7","boy",NA,"It's because it said um a cow. The only other choice would be a pig","1","pref","tiger","zebra","cows","pigs","pref","Fluent","6-7",1,"Trial 1"
"243","8040","7","boy",NA,"It's because it said um a cow. The only other choice would be a pig","1","pref","tiger","zebra","cows","pigs","basketball","Disfluent","6-7",0,"Trial 1"
"244","8040","7","boy",NA,"It's because it said um a cow. The only other choice would be a pig","1","pref","tiger","zebra","cows","pigs","dispref","Disfluent","6-7",0,"Trial 1"
"245","8040","7","boy",NA,"It's because it said um a cow. The only other choice would be a pig","1","pref","tiger","zebra","cows","pigs","know_label","Fluent","6-7",1,"Trial 2"
"246","8040","7","boy",NA,"It's because it said um a cow. The only other choice would be a pig","1","pref","tiger","zebra","cows","pigs","soccer","Disfluent","6-7",0,"Trial 2"
"247","8040","7","boy",NA,"It's because it said um a cow. The only other choice would be a pig","1","pref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","6-7",0,"Trial 2"
"248","8637","4","boy",NA,"because it asked first","4","dispref","tiger","zebra","cows","pigs","pref","Disfluent","4-5",0,"Trial 1"
"249","8637","4","boy",NA,"because it asked first","4","dispref","tiger","zebra","cows","pigs","basketball","Disfluent","4-5",0,"Trial 1"
"250","8637","4","boy",NA,"because it asked first","4","dispref","tiger","zebra","cows","pigs","dispref","Fluent","4-5",1,"Trial 1"
"251","8637","4","boy",NA,"because it asked first","4","dispref","tiger","zebra","cows","pigs","know_label","Fluent","4-5",1,"Trial 2"
"252","8637","4","boy",NA,"because it asked first","4","dispref","tiger","zebra","cows","pigs","soccer","Fluent","4-5",1,"Trial 2"
"253","8637","4","boy",NA,"because it asked first","4","dispref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","4-5",0,"Trial 2"
"254","RP-0218","8","boy",NA,"Because she said um, it seemed like she didn't know about animals","1","pref","tiger","zebra","cows","pigs","pref","Disfluent","8-9",0,"Trial 1"
"255","RP-0218","8","boy",NA,"Because she said um, it seemed like she didn't know about animals","1","pref","tiger","zebra","cows","pigs","basketball","Fluent","8-9",1,"Trial 1"
"256","RP-0218","8","boy",NA,"Because she said um, it seemed like she didn't know about animals","1","pref","tiger","zebra","cows","pigs","dispref","Disfluent","8-9",0,"Trial 1"
"257","RP-0218","8","boy",NA,"Because she said um, it seemed like she didn't know about animals","1","pref","tiger","zebra","cows","pigs","know_label","Fluent","8-9",1,"Trial 2"
"258","RP-0218","8","boy",NA,"Because she said um, it seemed like she didn't know about animals","1","pref","tiger","zebra","cows","pigs","soccer","Disfluent","8-9",0,"Trial 2"
"259","RP-0218","8","boy",NA,"Because she said um, it seemed like she didn't know about animals","1","pref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","8-9",0,"Trial 2"
"260","4070","8","boy",NA,"because she said ummm","3","pref","zebra","tiger","pigs","cows","pref","Fluent","8-9",1,"Trial 1"
"261","4070","8","boy",NA,"because she said ummm","3","pref","zebra","tiger","pigs","cows","basketball","Disfluent","8-9",0,"Trial 1"
"262","4070","8","boy",NA,"because she said ummm","3","pref","zebra","tiger","pigs","cows","dispref","Disfluent","8-9",0,"Trial 1"
"263","4070","8","boy",NA,"because she said ummm","3","pref","zebra","tiger","pigs","cows","know_label","Fluent","8-9",1,"Trial 2"
"264","4070","8","boy",NA,"because she said ummm","3","pref","zebra","tiger","pigs","cows","soccer","Disfluent","8-9",0,"Trial 2"
"265","4070","8","boy",NA,"because she said ummm","3","pref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","8-9",0,"Trial 2"
"266","8133","5","boy",NA,"because she looks a bit taller","4","dispref","tiger","zebra","cows","pigs","pref","Disfluent","4-5",0,"Trial 1"
"267","8133","5","boy",NA,"because she looks a bit taller","4","dispref","tiger","zebra","cows","pigs","basketball","Disfluent","4-5",0,"Trial 1"
"268","8133","5","boy",NA,"because she looks a bit taller","4","dispref","tiger","zebra","cows","pigs","dispref","Fluent","4-5",1,"Trial 1"
"269","8133","5","boy",NA,"because she looks a bit taller","4","dispref","tiger","zebra","cows","pigs","know_label","Fluent","4-5",1,"Trial 2"
"270","8133","5","boy",NA,"because she looks a bit taller","4","dispref","tiger","zebra","cows","pigs","soccer","Fluent","4-5",1,"Trial 2"
"271","8133","5","boy",NA,"because she looks a bit taller","4","dispref","tiger","zebra","cows","pigs","know_unlabel","Fluent","4-5",1,"Trial 2"
"272","9083","4","girl",NA,"""I don't know""","2","pref","zebra","tiger","pigs","cows","pref","Disfluent","4-5",0,"Trial 1"
"273","9083","4","girl",NA,"""I don't know""","2","pref","zebra","tiger","pigs","cows","basketball","Fluent","4-5",1,"Trial 1"
"274","9083","4","girl",NA,"""I don't know""","2","pref","zebra","tiger","pigs","cows","dispref","Fluent","4-5",1,"Trial 1"
"275","9083","4","girl",NA,"""I don't know""","2","pref","zebra","tiger","pigs","cows","know_label","Fluent","4-5",1,"Trial 2"
"276","9083","4","girl",NA,"""I don't know""","2","pref","zebra","tiger","pigs","cows","soccer","Disfluent","4-5",0,"Trial 2"
"277","9083","4","girl",NA,"""I don't know""","2","pref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","4-5",0,"Trial 2"
"278","9082","8","girl",NA,"because the yellow person didn't really know it was a pig. the orange person knew straight away","2","dispref","zebra","tiger","pigs","cows","pref","Fluent","8-9",1,"Trial 1"
"279","9082","8","girl",NA,"because the yellow person didn't really know it was a pig. the orange person knew straight away","2","dispref","zebra","tiger","pigs","cows","basketball","Disfluent","8-9",0,"Trial 1"
"280","9082","8","girl",NA,"because the yellow person didn't really know it was a pig. the orange person knew straight away","2","dispref","zebra","tiger","pigs","cows","dispref","Disfluent","8-9",0,"Trial 1"
"281","9082","8","girl",NA,"because the yellow person didn't really know it was a pig. the orange person knew straight away","2","dispref","zebra","tiger","pigs","cows","know_label","Fluent","8-9",1,"Trial 2"
"282","9082","8","girl",NA,"because the yellow person didn't really know it was a pig. the orange person knew straight away","2","dispref","zebra","tiger","pigs","cows","soccer","Disfluent","8-9",0,"Trial 2"
"283","9082","8","girl",NA,"because the yellow person didn't really know it was a pig. the orange person knew straight away","2","dispref","zebra","tiger","pigs","cows","know_unlabel","Disfluent","8-9",0,"Trial 2"
"284","5773","8","girl",NA,"i think the yellow person knows less about cows because she said um cow, so because she didn't know about cows then she might know pigs better than cows","4","pref","tiger","zebra","cows","pigs","pref","Fluent","8-9",1,"Trial 1"
"285","5773","8","girl",NA,"i think the yellow person knows less about cows because she said um cow, so because she didn't know about cows then she might know pigs better than cows","4","pref","tiger","zebra","cows","pigs","basketball","Disfluent","8-9",0,"Trial 1"
"286","5773","8","girl",NA,"i think the yellow person knows less about cows because she said um cow, so because she didn't know about cows then she might know pigs better than cows","4","pref","tiger","zebra","cows","pigs","dispref","Disfluent","8-9",0,"Trial 1"
"287","5773","8","girl",NA,"i think the yellow person knows less about cows because she said um cow, so because she didn't know about cows then she might know pigs better than cows","4","pref","tiger","zebra","cows","pigs","know_label","Fluent","8-9",1,"Trial 2"
"288","5773","8","girl",NA,"i think the yellow person knows less about cows because she said um cow, so because she didn't know about cows then she might know pigs better than cows","4","pref","tiger","zebra","cows","pigs","soccer","Fluent","8-9",1,"Trial 2"
"289","5773","8","girl",NA,"i think the yellow person knows less about cows because she said um cow, so because she didn't know about cows then she might know pigs better than cows","4","pref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","8-9",0,"Trial 2"
"290","3208","9","girl",NA,"Because she didn't know about the cow so maybe shes researching pigs already","4","pref","tiger","zebra","cows","pigs","pref","Fluent","8-9",1,"Trial 1"
"291","3208","9","girl",NA,"Because she didn't know about the cow so maybe shes researching pigs already","4","pref","tiger","zebra","cows","pigs","basketball","Fluent","8-9",1,"Trial 1"
"292","3208","9","girl",NA,"Because she didn't know about the cow so maybe shes researching pigs already","4","pref","tiger","zebra","cows","pigs","dispref","Disfluent","8-9",0,"Trial 1"
"293","3208","9","girl",NA,"Because she didn't know about the cow so maybe shes researching pigs already","4","pref","tiger","zebra","cows","pigs","know_label","Fluent","8-9",1,"Trial 2"
"294","3208","9","girl",NA,"Because she didn't know about the cow so maybe shes researching pigs already","4","pref","tiger","zebra","cows","pigs","soccer","Fluent","8-9",1,"Trial 2"
"295","3208","9","girl",NA,"Because she didn't know about the cow so maybe shes researching pigs already","4","pref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","8-9",0,"Trial 2"
"296","10164","4","girl",NA,NA,"3","pref","zebra","tiger","pigs","cows","pref","Disfluent","4-5",0,"Trial 1"
"297","10164","4","girl",NA,NA,"3","pref","zebra","tiger","pigs","cows","basketball","Fluent","4-5",1,"Trial 1"
"298","10164","4","girl",NA,NA,"3","pref","zebra","tiger","pigs","cows","dispref","Fluent","4-5",1,"Trial 1"
"299","10164","4","girl",NA,NA,"3","pref","zebra","tiger","pigs","cows","know_label","Fluent","4-5",1,"Trial 2"
"300","10164","4","girl",NA,NA,"3","pref","zebra","tiger","pigs","cows","soccer","Fluent","4-5",1,"Trial 2"
"301","10164","4","girl",NA,NA,"3","pref","zebra","tiger","pigs","cows","know_unlabel","Fluent","4-5",1,"Trial 2"
"302","7185","7","boy",NA,"because she didn't have an a or an umm or those dot dot dots","2","dispref","zebra","tiger","pigs","cows","pref","Fluent","6-7",1,"Trial 1"
"303","7185","7","boy",NA,"because she didn't have an a or an umm or those dot dot dots","2","dispref","zebra","tiger","pigs","cows","basketball","Fluent","6-7",1,"Trial 1"
"304","7185","7","boy",NA,"because she didn't have an a or an umm or those dot dot dots","2","dispref","zebra","tiger","pigs","cows","dispref","Disfluent","6-7",0,"Trial 1"
"305","7185","7","boy",NA,"because she didn't have an a or an umm or those dot dot dots","2","dispref","zebra","tiger","pigs","cows","know_label","Fluent","6-7",1,"Trial 2"
"306","7185","7","boy",NA,"because she didn't have an a or an umm or those dot dot dots","2","dispref","zebra","tiger","pigs","cows","soccer","Fluent","6-7",1,"Trial 2"
"307","7185","7","boy",NA,"because she didn't have an a or an umm or those dot dot dots","2","dispref","zebra","tiger","pigs","cows","know_unlabel","Fluent","6-7",1,"Trial 2"
"308","3714","9","girl",NA,"because she didnt know the name of the cow actually, because she was like a... ummm.. and then she said cow","1","pref","tiger","zebra","cows","pigs","pref","Fluent","8-9",1,"Trial 1"
"309","3714","9","girl",NA,"because she didnt know the name of the cow actually, because she was like a... ummm.. and then she said cow","1","pref","tiger","zebra","cows","pigs","basketball","Disfluent","8-9",0,"Trial 1"
"310","3714","9","girl",NA,"because she didnt know the name of the cow actually, because she was like a... ummm.. and then she said cow","1","pref","tiger","zebra","cows","pigs","dispref","Disfluent","8-9",0,"Trial 1"
"311","3714","9","girl",NA,"because she didnt know the name of the cow actually, because she was like a... ummm.. and then she said cow","1","pref","tiger","zebra","cows","pigs","know_label","Fluent","8-9",1,"Trial 2"
"312","3714","9","girl",NA,"because she didnt know the name of the cow actually, because she was like a... ummm.. and then she said cow","1","pref","tiger","zebra","cows","pigs","soccer","Disfluent","8-9",0,"Trial 2"
"313","3714","9","girl",NA,"because she didnt know the name of the cow actually, because she was like a... ummm.. and then she said cow","1","pref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","8-9",0,"Trial 2"
"314","4524","8","boy",NA,"because the yellow person said ummm but the orange person said this one is a cow","4","dispref","tiger","zebra","cows","pigs","pref","Fluent","8-9",1,"Trial 1"
"315","4524","8","boy",NA,"because the yellow person said ummm but the orange person said this one is a cow","4","dispref","tiger","zebra","cows","pigs","basketball","Disfluent","8-9",0,"Trial 1"
"316","4524","8","boy",NA,"because the yellow person said ummm but the orange person said this one is a cow","4","dispref","tiger","zebra","cows","pigs","dispref","Disfluent","8-9",0,"Trial 1"
"317","4524","8","boy",NA,"because the yellow person said ummm but the orange person said this one is a cow","4","dispref","tiger","zebra","cows","pigs","know_label","Fluent","8-9",1,"Trial 2"
"318","4524","8","boy",NA,"because the yellow person said ummm but the orange person said this one is a cow","4","dispref","tiger","zebra","cows","pigs","soccer","Disfluent","8-9",0,"Trial 2"
"319","4524","8","boy",NA,"because the yellow person said ummm but the orange person said this one is a cow","4","dispref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","8-9",0,"Trial 2"
"320","11328","7","girl",NA,"I don't know","3","dispref","zebra","tiger","pigs","cows","pref","Disfluent","6-7",0,"Trial 1"
"321","11328","7","girl",NA,"I don't know","3","dispref","zebra","tiger","pigs","cows","basketball","Disfluent","6-7",0,"Trial 1"
"322","11328","7","girl",NA,"I don't know","3","dispref","zebra","tiger","pigs","cows","dispref","Fluent","6-7",1,"Trial 1"
"323","11328","7","girl",NA,"I don't know","3","dispref","zebra","tiger","pigs","cows","know_label","Fluent","6-7",1,"Trial 2"
"324","11328","7","girl",NA,"I don't know","3","dispref","zebra","tiger","pigs","cows","soccer","Disfluent","6-7",0,"Trial 2"
"325","11328","7","girl",NA,"I don't know","3","dispref","zebra","tiger","pigs","cows","know_unlabel","Fluent","6-7",1,"Trial 2"
"326","6338","7","girl",NA,"Because the other one didnt know it and she said it exactly on time","1","dispref","tiger","zebra","cows","pigs","pref","Fluent","6-7",1,"Trial 1"
"327","6338","7","girl",NA,"Because the other one didnt know it and she said it exactly on time","1","dispref","tiger","zebra","cows","pigs","basketball","Fluent","6-7",1,"Trial 1"
"328","6338","7","girl",NA,"Because the other one didnt know it and she said it exactly on time","1","dispref","tiger","zebra","cows","pigs","dispref","Disfluent","6-7",0,"Trial 1"
"329","6338","7","girl",NA,"Because the other one didnt know it and she said it exactly on time","1","dispref","tiger","zebra","cows","pigs","know_label","Fluent","6-7",1,"Trial 2"
"330","6338","7","girl",NA,"Because the other one didnt know it and she said it exactly on time","1","dispref","tiger","zebra","cows","pigs","soccer","Fluent","6-7",1,"Trial 2"
"331","6338","7","girl",NA,"Because the other one didnt know it and she said it exactly on time","1","dispref","tiger","zebra","cows","pigs","know_unlabel","Disfluent","6-7",0,"Trial 2"
